Event,Site,Date,Round,White,Black,Result,UTCDate,UTCTime,WhiteElo,BlackElo,WhiteRatingDiff,BlackRatingDiff,Variant,TimeControl,ECO,Termination,PGN,WhiteTitle,FEN,SetUp
Rated Rapid game,https://lichess.org/sITsV6vS,2018.10.20,-,HushPuppies,keshav2111,1-0,2018.10.20,05:48:14,1336,1299,+39,-9,Standard,-,C21,Normal,1. e4 e5 2. d4 exd4 3. c3 dxc3 4. Nxc3 Nf6 5. Bg5 d6 6. Bxf6 Qxf6 7. g3 Nc6 8. Nd5 Qd8 9. Bg2 Be7 10. Nf3 Bg4 11. O-O Bxf3 12. Qxf3 O-O 13. Rae1 Nd4 14. Qd3 Bf6 15. Nf4 c5 16. Ne2 Nxe2+ 17. Rxe2 Qb6 18. b3 Rae8 19. Rfe1 h6 20. a4 Qd8 21. Rd1 Re6 22. Bh3 Ree8 23. Qxd6 Qxd6 24. Rxd6 b6 25. Red2 Bg5 26. R2d5 f6 27. Rd7 Rxe4 28. Rxa7 Rfe8 29. Rad7 Re1+ 30. Bf1 Bd2 31. Rxd2 g5 32. R7d6 R8e6 33. Rxe6 Rxe6 34. Bc4 Kf7 35. Bxe6+ Kxe6 36. Rc2 f5 37. Rb2 f4 38. gxf4 gxf4 39. Rc2 Ke5 40. Rc3 h5 41. Rh3 1-0,,,
Rated Rapid game,https://lichess.org/viqBzYjk,2018.10.19,-,HushPuppies,Yolocarayolo,1-0,2018.10.19,02:40:20,1270,1386,+66,-13,Standard,600+0,C20,Normal,1. e4 e5 2. c3 Nf6 3. d3 d5 4. exd5 Qxd5 5. c4 Qd7 6. f4 e4 7. Be2 exd3 8. Bxd3 Qe7+ 9. Ne2 Bg4 10. O-O Nc6 11. Nbc3 Nd4 12. Qa4+ Nc6 13. Be3 Qxe3+ 14. Kh1 Bd6 15. Rae1 Qxd3 16. Nc1+ Be7 17. Nxd3 O-O 18. Qc2 Bf5 19. Qf2 Bxd3 20. Rg1 b6 21. Qf3 Rad8 22. Qxc6 Bc5 23. Qxc7 Bxg1 24. Kxg1 Rc8 25. Qxa7 Rxc4 26. Qxb6 Rxf4 27. h3 Ne4 28. Nxe4 Rxe4 29. Rxe4 Bxe4 30. b4 h6 31. b5 Rc8 32. Qe3 Bd5 33. b6 Rc2 34. a4 Rxg2+ 35. Kf1 Ra2 36. Qd4 Bb7 37. Qc4 Ra3 38. Qc7 Be4 39. b7 Bxb7 40. Qxb7 Rxa4 41. Qb8+ Kh7 42. Qb1+ g6 43. Qc2 Ra1+ 44. Kf2 Rh1 45. Qc3 Rh2+ 46. Kg3 Re2 47. Qf3 Ra2 48. Qxf7+ Kh8 49. Qxa2 1-0,,,
Rated Rapid game,https://lichess.org/19PvWCJg,2018.10.19,-,Hello2chess,HushPuppies,0-1,2018.10.19,02:32:26,1328,1192,-13,+78,Standard,600+0,B00,Normal,1. e4 e6 2. Nf3 Nc6 3. Nc3 d5 4. exd5 exd5 5. Bb5 Be6 6. Bxc6+ bxc6 7. O-O Bc5 8. Ne5 Qd6 9. Re1 Ne7 10. Qf3 f6 11. Nd3 Bb6 12. Nf4 Bf5 13. d3 O-O-O 14. Be3 d4 15. Ne4 Bxe4 16. dxe4 dxe3 17. Rxe3 Bxe3 18. Rd1 Qxd1+ 19. Qxd1 Rxd1# 0-1,,,
Rated Bullet game,https://lichess.org/Lwe5zpqZ,2018.10.17,-,Peyobaby4eva,HushPuppies,1-0,2018.10.17,21:40:15,1275,1062,+5,-31,Standard,600+0,A40,Normal,1. d4 e6 2. Nf3 d5 3. c3 Nc6 4. e3 Bd7 5. Nbd2 f5 6. Qc2 g5 7. Bd3 Bh6 8. O-O Nf6 9. Re1 O-O 10. e4 fxe4 11. Bxe4 dxe4 12. Nxe4 Nxe4 13. Rxe4 Qe7 14. Ne5 Qf6 15. Nxd7 g4 16. Nxf6+ Rxf6 17. Rxg4+ Bg7 18. Qd2 Raf8 19. Qh6 Rxf2 20. Qxg7# 1-0,,,
Casual Correspondence game,https://lichess.org/oHGU43yK,2018.10.17,-,HushPuppies,Killarmanjaro,1-0,2018.10.17,05:36:39,1500,1500,,,Standard,60+0,B00,Normal,1. e4 d6 2. Nf3 Nc6 3. c4 e5 4. d3 Nf6 5. Nc3 h6 6. g4 Bxg4 7. Qa4 Bxf3 8. Rg1 a6 9. b4 g5 10. Nd5 Ng8 11. Rg3 Qf6 12. Nxf6+ Nxf6 13. Rxf3 b5 14. cxb5 axb5 15. Qxa8+ Nd8 16. Rxf6 Be7 17. Rf5 c5 18. bxc5 dxc5 19. Rxe5 f6 20. Rd5 h5 21. a4 bxa4 22. Qxa4+ Kf8 23. Rxd8+ Bxd8 24. Qa8 Ke7 25. Ba3 Rh6 26. Bxc5+ Ke8 27. Bb6 Rh7 28. Qxd8+ Kf7 29. Ra7+ Kg6 30. Rxh7 Kxh7 31. Qxf6 Kg8 32. e5 h4 33. e6 g4 34. e7 g3 35. fxg3 hxg3 36. hxg3 Kh7 37. Qg5 Kh8 38. Bd4+ Kh7 39. Qg7# 1-0,,,
Rated Blitz game,https://lichess.org/9uPyVVai,2018.10.11,-,HushPuppies,Latuist,0-1,2018.10.11,20:00:16,1298,1310,-23,+10,Standard,-,C00,Normal,1. e4 e6 2. Nf3 d6 3. d4 h6 4. e5 a6 5. Bd3 Nc6 6. c3 dxe5 7. Nxe5 Nxe5 8. dxe5 Qd5 9. Bf4 Qxg2 10. Kd2 Qxf2+ 0-1,,,
Rated Bullet game,https://lichess.org/9F4fL62F,2018.10.11,-,Thenker,HushPuppies,1-0,2018.10.11,06:21:14,1032,1168,+13,-106,Standard,300+3,C00,Normal,1. e4 e6 2. Qf3 Ne7 3. Nh3 g6 4. Ng5 Bg7 5. Qxf7# 1-0,,,
Rated Blitz game,https://lichess.org/7VDixPtW,2018.10.11,-,HushPuppies,dooner,1/2-1/2,2018.10.11,00:21:59,1300,1270,-2,+1,Standard,60+0,C44,Normal,1. e4 e5 2. Nf3 Nc6 3. c3 Nf6 4. d4 d6 5. Bd3 exd4 6. cxd4 Bg4 7. d5 Nb4 8. O-O Nxd3 9. Qxd3 Be7 10. Nc3 O-O 11. Be3 a6 12. Nd4 Bh5 13. Rad1 Bg6 14. Rfe1 Qd7 15. h3 c6 16. Bg5 cxd5 17. exd5 h6 18. Bxf6 Bxf6 19. Ne4 Bxe4 20. Rxe4 Rfe8 21. Qe3 Rxe4 22. Qxe4 Re8 23. Qd3 Qa4 24. Nf5 Be5 25. a3 Qf4 26. g3 Qg5 27. h4 Qg4 28. Ne3 Qg6 29. Qxg6 fxg6 30. g4 Bxb2 31. Kg2 Bxa3 32. Kh3 Bc5 33. Rb1 b6 34. g5 Bxe3 35. fxe3 Rxe3+ 36. Kg4 Re4+ 37. Kg3 a5 38. Rxb6 a4 39. Rxd6 a3 40. Ra6 Re3+ 41. Kf2 Rb3 42. d6 a2 43. d7 Rb8 44. Rxa2 Kf7 45. Rd2 Rd8 46. Kf3 Ke7 47. h5 gxh5 48. gxh6 gxh6 49. Rh2 Rxd7 50. Rxh5 Rd6 51. Ke4 Rf6 52. Ke5 Kf7 53. Rf5 Rxf5+ 54. Kxf5 Kg7 55. Kg4 Kg6 56. Kh4 1/2-1/2,,,
Rated Classical game,https://lichess.org/ewrqgtOL,2018.10.10,-,numair,HushPuppies,1-0,2018.10.10,06:09:11,1669,1633,+8,-44,Standard,300+3,A21,Normal,1. c4 e5 2. Nc3 f6 3. g3 Ne7 4. Bg2 d5 5. Nxd5 Nxd5 6. Bxd5 c6 7. Bg2 Bb4 8. a3 Ba5 9. b4 Bc7 10. Bb2 O-O 11. e3 Re8 12. d3 a5 13. b5 Nd7 14. bxc6 bxc6 15. Bxc6 Rb8 16. Rb1 a4 17. Ne2 Ba5+ 18. Bc3 Rxb1 19. Qxb1 Bxc3+ 20. Nxc3 Qa5 21. Qc2 Re6 22. Bd5 Nc5 23. O-O Qa6 24. Bxe6+ Nxe6 25. Qxa4 Qb6 26. Qe8+ Nf8 27. Qxc8 Qb3 28. Rc1 Qxa3 29. c5 Qxc1+ 30. Kg2 Qxc3 31. c6 h6 32. c7 Qa5 33. Qb8 Qd5+ 34. e4 Qe6 35. c8=Q Qa2 36. Qxf8+ Kh7 37. Qg8+ Qxg8 38. Qxg8+ Kxg8 39. Kf3 Kf7 40. Ke3 h5 41. f4 g6 42. fxe5 fxe5 43. d4 exd4+ 44. Kxd4 Ke6 45. e5 g5 46. Ke4 h4 47. g4 h3 48. Kd4 Ke7 49. Kd5 Ke8 50. Ke6 Kd8 51. Kf5 Ke7 52. Kxg5 Ke6 53. Kf4 Kd5 54. g5 Ke6 55. g6 Ke7 56. Kf5 Kf8 57. Kf6 Ke8 58. g7 Kd7 59. g8=Q Kc7 60. Qe6 Kd8 61. Qf7 Kc8 62. Qe7 Kb8 63. Qd7 Ka8 64. Ke6 Kb8 65. Kd6 Ka8 66. Kc6 Kb8 67. Qb7# 1-0,,,
Rated Blitz game,https://lichess.org/apzpo3jV,2018.10.10,-,HushPuppies,GaarsGod,0-1,2018.10.10,03:00:37,1331,1283,-31,+12,Standard,900+15,D00,Time forfeit,1. d4 d5 2. e3 e6 3. Nf3 Nc6 4. Bb5 Bb4+ 5. c3 Bd6 6. Bxc6+ bxc6 7. Bd2 c5 8. O-O c4 9. b3 cxb3 10. axb3 Nf6 11. Ne5 Bxe5 12. dxe5 Ne4 13. c4 dxc4 14. bxc4 O-O 15. Bb4 Re8 16. Qxd8 Rxd8 17. Nc3 Nxc3 18. Bxc3 Rd3 19. Rfd1 Rxd1+ 20. Rxd1 Bb7 21. h4 g6 22. Ba5 Rc8 23. Rd7 Bc6 24. Rxc7 Rxc7 25. Bxc7 Kf8 26. Bd6+ Ke8 27. Kf1 a5 28. Ke2 a4 29. Kd2 Bxg2 30. Kc2 Be4+ 31. Kb2 Kd7 32. Ka3 Bc2 33. c5 Kc6 34. f4 Bb3 35. Kb2 Bd5 36. Ka3 Kb5 37. Be7 Bc6 38. f5 gxf5 39. h5 Kc4 40. e4 Kd4 41. h6 Kxe4 42. Ka2 Kxe5 43. Bd6+ Kd5 44. Ka3 Ke4 45. Be7 f4 46. Bd6 f3 47. Bg3 Ke3 48. Kb2 f2 49. Bxf2+ Kxf2 50. Kc3 Kf3 51. Kb4 Ke4 52. Ka5 Kd5 53. Kb6 Bd7 54. Kc7 Bc6 55. Kb6 f5 56. Kc7 Kxc5 57. Kd8 f4 58. Ke7 Bd5 59. Kf8 f3 60. Kg7 Be4 61. Kf6 Bf5 62. Ke5 a3 63. Kf4 f2 64. Kf3 f1=Q+ 65. Ke3 a2 66. Kd2 Qd3+ 0-1,,,
Rated Blitz game,https://lichess.org/867kgp44,2018.10.10,-,HushPuppies,suzuloko,0-1,2018.10.10,02:50:53,1355,1409,-24,+8,Standard,300+3,C43,Normal,1. e4 e5 2. Nf3 Nf6 3. d4 Nxe4 4. dxe5 Qe7 5. Nc3 Nxc3 6. bxc3 d6 7. Bb5+ Bd7 8. Bc4 dxe5 9. O-O Nc6 10. Bb5 O-O-O 11. Bd2 Qc5 12. a4 a6 13. Bxc6 Bxc6 14. Re1 f6 15. Bg5 Bxf3 16. Qxf3 fxg5 17. Qe3 Qxe3 18. fxe3 Rd2 19. Rac1 Ba3 20. Rcd1 Rhd8 21. Rxd2 Rxd2 22. Kf1 Rxc2 23. Re2 Rxc3 24. Rd2 Bc5 25. e4 Bd4 26. h3 Ra3 27. Rd1 Rxa4 28. Rxd4 Rxd4 29. Kf2 0-1,,,
Rated Blitz game,https://lichess.org/CkEl362f,2018.10.10,-,psynex1,HushPuppies,0-1,2018.10.10,02:37:48,1302,1326,-10,+29,Standard,300+3,B40,Time forfeit,1. e4 c5 2. Nf3 e6 3. d4 b6 4. Nc3 d5 5. Bb5+ Nd7 6. O-O a5 7. Bc6 Ra7 8. exd5 exd5 9. Bxd5 Ngf6 10. Re1+ Be7 11. Bc6 Bb7 12. Ne5 O-O 13. Nxd7 Nxd7 14. Bb5 Qc7 15. Rxe7 Ba6 16. Rxd7 Qb8 17. Rxa7 Qxa7 18. dxc5 Bxb5 19. Nxb5 Qe7 20. b3 Re8 21. Ba3 bxc5 22. c4 h5 23. Qd2 h4 24. Nd6 Rd8 25. Bxc5 Qc7 26. Qg5 f6 27. Qd5+ Kh8 28. Nf7+ Kh7 29. Nxd8 Qf4 0-1,,,
Rated Blitz game,https://lichess.org/LzfBdRMF,2018.10.10,-,slayer61,HushPuppies,1-0,2018.10.10,02:35:40,1440,1352,+8,-26,Standard,300+3,B02,Normal,1. e4 Nf6 2. e5 Nd5 3. c4 Nb6 4. d4 d5 5. cxd5 Qxd5 6. Nc3 Qc6 7. Nf3 e6 8. Bb5 1-0,,,
Rated Blitz game,https://lichess.org/CZc5WosD,2018.10.10,-,HushPuppies,luisamado,0-1,2018.10.10,02:29:32,1387,1406,-35,+9,Standard,300+3,C41,Normal,1. e4 e5 2. Bc4 d6 3. Nf3 Bg4 4. h3 Bxf3 5. gxf3 Nc6 6. c3 Be7 7. Bb5 a6 8. Bxc6+ bxc6 9. Qa4 Qd7 10. c4 Nf6 11. d3 O-O 12. Bd2 Rfb8 13. b3 c5 14. Qxd7 Nxd7 15. Nc3 h6 16. O-O Nf6 17. Nd5 Nxd5 18. cxd5 a5 19. Kh1 a4 20. Rg1 axb3 21. Bxh6 Bf6 22. Be3 Rxa2 23. Rxa2 bxa2 24. Ra1 Rb1+ 25. Bc1 Rxa1 26. Kh2 0-1,,,
Rated Blitz game,https://lichess.org/xbhsobPe,2018.10.10,-,luisamado,HushPuppies,0-1,2018.10.10,02:25:56,1418,1337,-12,+50,Standard,300+3,D00,Normal,1. d4 d5 2. e3 Nc6 3. b3 f5 4. Bb5 Nf6 5. Nf3 e6 6. Ba3 Bxa3 7. Nxa3 a6 8. Bxc6+ bxc6 9. Ne5 Bd7 10. Qf3 Ng4 11. h3 Nxe5 12. dxe5 Rb8 13. Qh5+ g6 14. Qh6 Qc8 15. Qxh7 Rxh7 0-1,,,
Rated Blitz game,https://lichess.org/wJ51mntj,2018.10.10,-,HushPuppies,ambotnimo,0-1,2018.10.10,02:21:17,1382,1385,-45,+10,Standard,300+3,C00,Normal,1. e4 e6 2. Bc4 d5 3. Bb3 Bd6 4. f3 Qh4+ 5. g3 Bxg3+ 6. hxg3 Qxh1 7. d3 Qxg1+ 8. Ke2 Qg2+ 9. Ke1 Qxg3+ 10. Ke2 dxe4 11. dxe4 Nf6 12. Be3 O-O 13. Nc3 b6 14. e5 Ba6+ 15. Kd2 Rd8+ 0-1,,,
Rated Chess960 game,https://lichess.org/ayqbdnJ3,2018.10.09,-,hugodragon,HushPuppies,1-0,2018.10.09,19:54:00,1538,1500,+8,-157,Chess960,300+3,?,Normal,1. c4 e5 2. Nc3 Nc6 3. Ng3 f6 4. b3 a6 5. h3 b5 6. cxb5 axb5 7. Nxb5 Qa5 8. Nc3 Bf7 9. Bh2 Ng6 10. Qb2 d5 11. O-O O-O 12. Bc2 Be7 13. Qb1 Qa7 14. Bxg6 Bxg6 15. d3 Nb4 16. Qb2 Bxd3 17. exd3 Nxd3 18. Qd2 Nxc1 19. Rxc1 Bb4 20. Qxd5+ Kh8 21. Nb5 Qxa2 22. Rxc7 Rxc7 23. Nxc7 h5 24. Nf1 Rc8 25. Qd7 Bc5 26. Bg3 f5 27. Qxc8+ Kh7 28. Qxf5+ g6 29. Qf7+ Kh6 30. Ne6 h4 31. Qg7+ Kh5 32. Qh7# 1-0,,qnrbkrbn/pppppppp/8/8/8/8/PPPPPPPP/QNRBKRBN w KQkq - 0 1,1
Casual Horde game,https://lichess.org/6amM4ewU,2018.10.09,-,UmFuZ,HushPuppies,1/2-1/2,2018.10.09,19:48:27,1500,1500,,,Horde,900+15,?,Normal,1. d5 b6 2. d4 bxc5 3. bxc5 a6 4. b4 axb5 5. axb5 c6 6. a4 Rxa4 7. b3 Ra3 8. b2 Rxa2 9. b6 Rxa1 10. dxc6 dxc6 11. d5 cxd5 12. exd5 Rxc1 13. c6 Nxc6 14. dxc6 Qxb6 15. b5 Rxd1 16. d4 Rxe1 17. d5 e6 18. b4 Rxf1 19. dxe6 fxe6 20. fxe6 Bxe6 21. c5 Qxb5 22. f5 Bxf5 23. gxf5 Rxg1 24. c7 Qc6 25. c4 Qxc7 26. b5 Qxc5 27. b3 Rxh1 28. f4 Rxh2 29. e4 Qxf2 30. e5 Qxe2 31. b6 Qxc2 32. h5 Qxb3 33. f6 Nxf6 34. exf6 gxf6 35. gxf6 Qxb6 36. g4 Rxg2 37. g5 Rg8 38. h4 Qd4 39. c5 Qxf4 40. c6 Qxg5 41. c7 Qc5 42. h6 R8g6 43. f7+ Kxf7 44. h5 Rxh6 45. c8=Q Qxc8 1/2-1/2,,rnbqkbnr/pppppppp/8/1PP2PP1/PPPPPPPP/PPPPPPPP/PPPPPPPP/PPPPPPPP w kq - 0 1,1
Casual Horde game,https://lichess.org/Ds3BL4tc,2018.10.09,-,HushPuppies,UmFuZ,0-1,2018.10.09,19:44:30,1500,1500,,,Horde,180+2,?,Normal,1. e5 f6 2. e4 fxg5 3. fxg5 h6 4. f4 hxg5 5. fxg5 e6 6. f4 c6 7. f3 Be7 8. f6 gxf6 9. gxf6 Bxf6 10. exf6 Nxf6 11. e5 Nxg4 12. fxg4 Rxh4 13. gxh4 Qxh4 14. g3 Qxh3 15. g2 Qxh2 16. bxc6 bxc6 17. b5 Qxh1 18. bxc6 Nxc6 19. d5 Nb8 20. dxe6 dxe6 21. c6 Nxc6 22. b4 Qxe1 23. b5 Qxd1 24. bxc6 Qxc1 25. b4 Qxb1 26. b5 Qxc2 27. c5 Qxd2 28. b6 Qxe2 29. f5 Qxe5 30. fxe6 Qxe6 31. b7 Bxb7 32. cxb7 Rb8 33. d4 Qc6 34. a5 Rxb7 35. g5 Qxg2 36. g6 Qxa2 37. g7 Rxg7 38. c6 Rxg3 39. c7 Qc4 40. c8=Q+ Qxc8 41. d5 Qxc3 0-1,,rnbqkbnr/pppppppp/8/1PP2PP1/PPPPPPPP/PPPPPPPP/PPPPPPPP/PPPPPPPP w kq - 0 1,1
Casual Atomic game,https://lichess.org/zAoTRiGv,2018.10.09,-,HushPuppies,ACRU,0-1,2018.10.09,19:42:59,1500,1870,,,Atomic,180+2,?,Normal,1. c3 b5 2. f3 e6 3. Qb3 Ba3 4. Qxe6 Bxb2 5. Nh3 f6 6. Nf4 d5 7. Ne6 Bxe6 8. g4 d4 9. Bg2 dxc3 10. O-O Qd4+ 11. e3 Qb2 12. Kf2 Ne7 13. Kg3 Qe5+ 14. Kh4 Qh5+ 15. Kg3 Qxg4# 0-1,,,
Casual Atomic game,https://lichess.org/r4FHeQiQ,2018.10.09,-,ACRU,HushPuppies,1-0,2018.10.09,19:42:47,1870,1500,,,Atomic,0+4,?,Normal,1. Nf3 e6 2. Ne5 Qg5 3. Nxd7# 1-0,,,
Casual Atomic game,https://lichess.org/Mp0BHGZq,2018.10.09,-,HushPuppies,ACRU,0-1,2018.10.09,19:42:03,1500,1870,,,Atomic,0+4,?,Normal,1. e3 e6 2. Qf3 f5 3. Qh5+ g6 4. Qf3 Nh6 5. Qxb7 Ng4 6. Kd1 Nxh2 7. Bb5 c6 8. Ba6 Qa5 9. d4 Qd2# 0-1,,,
Casual Atomic game,https://lichess.org/X4HZOMN8,2018.10.09,-,ACRU,HushPuppies,1-0,2018.10.09,19:41:55,1870,1500,,,Atomic,0+4,?,Normal,1. Nf3 c6 2. Ne5 Qa5 3. Nxd7# 1-0,,,
Casual Atomic game,https://lichess.org/lzbHo1aB,2018.10.09,-,HushPuppies,ACRU,0-1,2018.10.09,19:41:22,1500,1870,,,Atomic,0+4,?,Normal,1. d4 Na6 2. e4 Nb4 3. c3 Nc2+ 4. Qxc2 e5 5. Bb5 c6 6. Bc4 exd4 7. Nf3 f6 8. Ne5 fxe5 9. O-O Qh4 10. Rfe1 Qxf2# 0-1,,,
Casual Atomic game,https://lichess.org/RqLYWmGO,2018.10.09,-,ACRU,HushPuppies,1-0,2018.10.09,19:41:06,1870,1500,,,Atomic,0+4,?,Normal,1. Nf3 e6 2. Ne5 d6 3. Nxf7# 1-0,,,
Casual Atomic game,https://lichess.org/AyyioOvB,2018.10.09,-,HushPuppies,ACRU,0-1,2018.10.09,19:40:30,1500,1870,,,Atomic,0+4,?,Normal,1. e4 e6 2. d4 Nh6 3. f3 d5 4. c3 Na6 5. g4 Qh4+ 6. Kd2 Qe1+ 7. Kc2 Qxd1# 0-1,,,
Rated Blitz game,https://lichess.org/griosT8F,2018.10.09,-,HushPuppies,vistal101,0-1,2018.10.09,19:22:46,1449,1341,-67,+12,Standard,0+4,D00,Normal,1. d4 d5 2. Bf4 Nc6 3. e3 Bf5 4. Nc3 Nb4 5. Bd3 Nxd3+ 6. cxd3 e6 7. h3 Bb4 8. Nf3 f6 9. O-O Bxc3 10. bxc3 Ne7 11. Rb1 b6 12. Re1 O-O 13. Qd2 Ng6 14. e4 dxe4 15. dxe4 e5 16. exf5 Nxf4 17. dxe5 Qxd2 18. Nxd2 Nd3 19. Re3 Nxe5 20. Rbe1 Rad8 21. Nf3 Nxf3+ 22. Rxf3 Rd2 23. Rfe3 Rxa2 24. Kh2 Rxf2 25. Re8 Rxe8 26. Rxe8+ Kf7 27. Rc8 c5 28. Rc7+ Ke8 29. Rxa7 Kf8 30. Rb7 Rb2 31. h4 b5 32. Kh3 b4 33. cxb4 cxb4 34. h5 b3 35. g4 Rb1 36. Kh4 b2 37. h6 gxh6 38. Rxh7 Rh1+ 39. Kg3 b1=Q 40. Rh8+ Kg7 41. Rc8 Rg1+ 42. Kf4 Rf1+ 43. Ke3 Qb3+ 44. Kd4 Rd1+ 45. Kc5 Rc1+ 46. Kd6 Rxc8 47. Kd7 Qb7+ 48. Ke6 Rc6+ 49. Kd5 Qb5+ 50. Kd4 Qc5+ 51. Kd3 Rd6+ 52. Ke4 Qe5+ 53. Kf3 Rd4 54. g5 Qf4+ 55. Kg2 hxg5 56. Kh3 Rd3+ 57. Kg2 Qd2+ 58. Kf1 Rf3+ 59. Kg1 Rg3+ 60. Kf1 Rh3 61. Kg1 Qe3+ 62. Kf1 Rh1+ 63. Kg2 Ra1 64. Kh2 Ra2+ 65. Kh1 Qe1# 0-1,,,
Rated Blitz game,https://lichess.org/BYnkGVuO,2018.10.09,-,vistal101,HushPuppies,0-1,2018.10.09,19:09:54,1349,1398,-8,+51,Standard,300+3,C00,Normal,1. e4 e6 2. Nf3 d5 3. e5 c5 4. Bb5+ Bd7 5. a4 a6 6. Bxd7+ Qxd7 7. c3 c4 8. d3 Be7 9. d4 Nh6 10. Bxh6 gxh6 11. O-O Rg8 12. Nbd2 Nc6 13. Re1 O-O-O 14. Nf1 f6 15. Ng3 fxe5 16. Nxe5 Nxe5 17. Rxe5 Bf6 18. Re3 Rde8 19. Qf3 Ref8 20. Qh5 Bg5 21. Re5 Qf7 22. Qh3 Qxf2+ 23. Kh1 Bf4 24. Qxe6+ Kb8 25. Qd6+ Ka7 26. Qc5+ Ka8 27. Rf1 Qxb2 28. Re7 Bd6 29. Qxd6 Rxf1+ 30. Nxf1 Rf8 31. Re1 Qf2 32. h3 Rg8 33. Qg3 Rxg3 34. Re8+ Ka7 35. Nxg3 Qxg3 36. Re7 Qxc3 0-1,,,
Rated Blitz game,https://lichess.org/V3dRAl0q,2018.10.09,-,HushPuppies,Bilka111,1-0,2018.10.09,19:00:22,1328,1319,+70,-9,Standard,300+3,C44,Normal,1. e4 e5 2. Nf3 Nc6 3. c3 Nf6 4. d4 exd4 5. e5 Qe7 6. cxd4 Nd5 7. Bd2 d6 8. Bb5 Bd7 9. Bxc6 Bxc6 10. O-O dxe5 11. Nxe5 Bb5 12. Re1 O-O-O 13. Ng6 Qf6 14. Nxh8 Bb4 15. Nc3 Nxc3 16. bxc3 Bd6 17. g3 Rxh8 18. h4 Qf3 19. Qxf3 Bc6 20. Qxf7 g6 21. d5 Bb5 22. Rab1 Bc4 23. Re8+ Rxe8 24. Qxe8# 1-0,,,
Rated Bullet game,https://lichess.org/SrwpMc9Y,2018.10.09,-,SirPenda,HushPuppies,1-0,2018.10.09,18:59:07,1335,1237,+7,-69,Standard,300+3,C00,Normal,1. e4 e6 2. Nf3 Nf6 3. e5 Bc5 4. d4 d5 5. exf6 Bxd4 6. Nxd4 gxf6 7. Bd3 Bd7 8. O-O Nc6 9. Nxc6 Bxc6 10. b3 Qe7 11. c4 O-O-O 12. Be3 f5 13. Qe2 b6 14. Nc3 Rhg8 15. f3 Qh4 16. Qf2 Qf6 17. Ne2 Qc3 18. Nxc3 1-0,,,
Rated Blitz game,https://lichess.org/nZPUjn23,2018.10.09,-,HushPuppies,kartall01,0-1,2018.10.09,18:47:27,1417,1420,-89,+8,Standard,60+0,D00,Normal,1. d4 d5 2. b3 Nf6 3. c4 e6 4. Nf3 c5 5. Bg5 Nc6 6. Bxf6 Qxf6 7. g3 cxd4 8. Bg2 d3 9. exd3 Qxa1 10. O-O Qxa2 11. Nc3 Qa5 12. cxd5 exd5 13. Re1+ Be7 14. Ng5 O-O 15. Nxd5 Bxg5 16. h4 Bd2 17. Re2 Bb4 18. Nxb4 Nxb4 19. Re7 Be6 20. Kh2 Nd5 21. Rxb7 Rab8 22. Qh5 Rxb7 23. Be4 g6 24. Qh6 Rxb3 25. h5 Nf6 26. hxg6 Ng4+ 27. Kh3 Nxh6+ 0-1,,,
